path_idx,bits,weight
0,01111111,0.001725891
1,10111111,0.0028247403
2,11011111,0.0011180709
3,11101111,0.019715866
4,11110111,0.00028112382
5,11111011,0.0047349506
6,11111101,0.0059632408
7,11111110,0.011817322
8,11111111,0.95181876
