epoch,train_loss,train_acc,test_loss,test_acc
0,4.629924853642781,1.1598557692307692,4.590933153900919,2.08
1,4.391130823966784,4.483173076923077,3.791224521926687,12.2
2,4.246056306667817,6.468349358974359,3.5536092866825153,16.49
3,4.14108634239588,7.96073717948718,3.2568431051471567,21.59
4,4.054534291609739,10.176282051282051,3.1250381167930894,24.51
5,3.9588499118120244,12.217548076923077,2.9557178503350365,27.62
6,3.8655853210351405,14.270833333333334,2.685543682001814,32.49
7,3.805052675345005,15.16025641025641,2.5953955710688725,34.22
8,3.7200864406732412,15.849358974358974,2.5408840541598163,36.98
9,3.6759698922817523,17.998798076923077,2.3770541118670114,41.18
10,3.5774467700567003,20.48878205128205,2.4485615959650353,37.27
11,3.5335739893791005,20.923477564102566,2.32806787611563,39.9
12,3.497520759778145,21.50440705128205,2.244275654418559,42.23
13,3.4751038575783753,22.325721153846153,2.1492878922933265,45.08
14,3.4349263350168866,21.95713141025641,2.2559860295887235,42.26
15,3.3874678214391074,23.784054487179485,2.0062628848643245,49.29
16,3.3488393587943834,25.614983974358974,1.9754300675814664,50.15
17,3.3497308883911523,23.896233974358974,1.8499265184885338,54.28
18,3.290424104225941,26.860977564102566,1.9582830788213996,51.96
19,3.288658690452576,27.706330128205128,1.8181605701205097,53.01
20,3.253247338074904,26.556490384615383,2.1035911750189866,51.31
21,3.1937048233472383,28.912259615384617,1.6848644667033907,56.8
22,3.154401484513894,29.497195512820515,1.686129296882243,57.61
23,3.1830012834989105,30.596955128205128,1.7157721866535236,56.25
24,3.1479236480517265,30.606971153846153,1.6947052976753139,57.43
25,3.05443695019453,31.832932692307693,1.6851666486715968,58.86
26,3.1366531286484154,28.46153846153846,1.6085490169404428,61.97
27,2.978087549026196,34.07251602564103,1.4495811915095849,63.88
28,3.0118282394531444,33.42548076923077,1.6248072083992293,60.48
29,3.046131637463203,32.3056891025641,1.5654184456113018,61.28
30,3.020586006763654,31.87900641025641,1.452891490127467,64.95
31,2.955933009661161,35.25240384615385,1.4393356465086151,64.62
32,2.9269075659605175,33.41947115384615,1.5589311907563028,64.48
33,2.9761219333379696,34.85176282051282,1.4299593349046344,65.59
34,2.944125238443032,35.38461538461539,1.34469668925563,66.51
35,2.8957397136932763,33.717948717948715,1.407953692387931,65.45
36,2.920351592394022,34.21073717948718,1.4246404789671112,66.2
37,2.9142652040872816,34.63341346153846,1.4276963683623303,67.47
38,2.8949216237434974,34.875801282051285,1.3178303211550169,67.26
39,2.820008287980006,36.80689102564103,1.3599815429011477,66.94
40,2.8618026779248162,34.56129807692308,1.4165231683586217,67.46
41,2.834574575913258,37.18149038461539,1.319663331478457,68.27
42,2.8337178756029178,36.015625,1.3699294117432605,68.13
43,2.8473202956028474,36.14383012820513,1.3406040351602095,68.52
44,2.7985856105119753,38.014823717948715,1.319769673709628,67.69
45,2.7705609743411723,37.3818108974359,1.2376181106024151,70.74
46,2.796143598128588,37.80248397435897,1.3563346108303795,69.46
47,2.7599009898992684,37.37179487179487,1.3178671749332282,70.33
48,2.785952087854728,36.119791666666664,1.2894259570520135,68.94
49,2.745099312525529,38.982371794871796,1.2634870198708545,70.47
50,2.785920173388261,37.80248397435897,1.2582272374177281,69.98
51,2.820108036811535,35.52283653846154,1.3220549972751472,68.97
52,2.7470123917628557,38.96033653846154,1.223608152775825,70.67
53,2.708567034281217,37.97876602564103,1.1831640752055976,71.67
54,2.6919057849125982,39.00240384615385,1.2104849294771123,71.26
55,2.7478955247463324,40.22836538461539,1.2012766086602513,71.85
56,2.759785054280208,38.147035256410255,1.2330482481401177,69.68
57,2.7640869996486566,41.19190705128205,1.2505415504491781,69.96
58,2.675341792901357,38.67788461538461,1.335159113135519,70.29
59,2.7274001237673637,39.45913461538461,1.218035712272306,70.61
60,2.6969182543265515,37.99879807692308,1.190330705310725,72.0
61,2.6924177307348987,40.368589743589745,1.1811405156232133,73.59
62,2.7047340793487353,39.00040064102564,1.1395103478733497,72.19
63,2.651268767699217,39.607371794871796,1.233144985724099,71.02
64,2.632779342088944,39.3349358974359,1.1934889879407762,70.49
65,2.702939550998883,43.45753205128205,1.1395871676976168,71.42
66,2.668129655948052,39.89783653846154,1.1629180274432218,72.23
67,2.6817749304649157,39.62540064102564,1.1752723991116392,71.76
68,2.6892852012927717,39.95192307692308,1.2493385423587848,72.44
69,2.6284228444099424,42.708333333333336,1.1440193804004524,72.55
70,2.6760052586213137,42.79246794871795,1.2040770136857335,72.11
71,2.673794365234864,42.44991987179487,1.18553675880915,72.23
72,2.6375812655840165,43.14102564102564,1.2562352071834515,71.99
73,2.6582818123010488,43.00480769230769,1.119609123543848,72.89
74,2.6595347001002385,42.00120192307692,1.1136485541923136,74.04
75,2.6093869389631807,40.67908653846154,1.2088887178445165,73.19
76,2.658030709853539,40.22435897435897,1.1725790659083595,73.29
77,2.627943108937679,42.15144230769231,1.1553333228147482,73.85
78,2.6181786243732157,41.720753205128204,1.1467421809329261,73.38
79,2.663517457093948,38.1650641025641,1.0918088811862319,73.64
80,2.6636193125675884,42.07532051282051,1.1280272655849215,73.79
81,2.635127301705189,41.3661858974359,1.1122257739682742,73.04
82,2.6485584968175644,39.18269230769231,1.1350957396664196,73.26
83,2.6043661679977026,41.438301282051285,1.1037149783931202,74.05
84,2.562679078028752,43.717948717948715,1.1157717742497408,73.61
85,2.635736007568164,43.47956730769231,1.206386928316913,73.57
86,2.61034779548645,41.49839743589744,1.0903600280797934,74.39
87,2.55100116393505,44.298878205128204,1.1213206430024738,73.61
88,2.574697388441135,42.11538461538461,1.23155407739591,73.0
89,2.567364306633289,40.73717948717949,1.1606018709231027,74.24
90,2.543169982922383,42.87059294871795,1.0619532375396052,73.64
91,2.5594655810258327,43.03886217948718,1.220579609086242,73.54
92,2.5920344453591566,42.54206730769231,1.0668645569040804,75.1
93,2.5325474781867787,44.45913461538461,1.0774961219558232,74.89
94,2.4819530704082586,46.20192307692308,1.1320897235146052,74.07
95,2.5721493751574784,40.01602564102564,1.125628035279769,74.81
96,2.5410376059703337,41.328125,1.0550272374213496,75.26
97,2.540363661142496,45.16225961538461,1.1344786022282853,74.98
98,2.4851369108909216,43.39543269230769,1.0611841686164276,74.77
99,2.449848995453272,43.66386217948718,1.0366280071343048,75.55
100,2.491215752943968,43.06690705128205,1.0831135360500481,75.87
101,2.553785331126971,42.22956730769231,1.1224473503571522,75.51
102,2.525966338927929,42.14543269230769,1.0539794247361678,75.77
103,2.511290945456578,44.15865384615385,1.0958061421973795,74.79
104,2.4705735142414387,39.90985576923077,1.2135669370240803,74.6
105,2.4771663253123943,44.352964743589745,1.0961377349080919,76.29
106,2.4855572367325807,46.796875,1.1150908107999005,75.3
107,2.4784724694031937,45.54086538461539,1.050121152702766,76.08
108,2.4509174979650057,46.28605769230769,1.0836236258096332,76.13
109,2.4429248174031577,47.19150641025641,1.0985313767119298,76.19
110,2.3848234821588563,47.4599358974359,1.0148735378361955,76.19
111,2.497931166489919,42.32572115384615,1.0753001321720173,76.86
112,2.4841095031836096,43.024839743589745,1.0637191775478894,76.17
113,2.4470826937602115,46.34415064102564,1.0005092070072512,76.83
114,2.4551713625590006,45.80528846153846,1.04251857573473,77.07
115,2.451928835648757,47.20352564102564,1.0096210271497317,77.42
116,2.425455097968762,42.93269230769231,1.0727046199991732,76.86
117,2.394119737392817,48.92027243589744,1.0615239580975304,76.76
118,2.4116817318476165,46.46434294871795,1.0249405239201799,78.07
119,2.3658682465553285,50.334535256410255,1.0526108409785018,77.11
120,2.3916012815940073,48.42748397435897,1.1025141183334062,76.65
121,2.427303168712518,49.57532051282051,1.0683679512784452,76.79
122,2.3648870633198666,48.68389423076923,1.0197284085841118,76.69
123,2.3578396100264327,47.522035256410255,0.9714350428762315,77.29
124,2.3609330418782357,48.43349358974359,1.0212160711047016,77.76
125,2.407859880190629,48.20713141025641,1.1034030401254002,76.74
126,2.426824475863041,47.6943108974359,1.0266174017628538,77.91
127,2.3696110462531066,49.39102564102564,1.047245614890811,77.27
128,2.3766978193552064,46.272035256410255,1.0301112532615662,77.09
129,2.3514969572042808,46.57852564102564,1.1376042622554152,76.97
130,2.3441849485421793,46.65464743589744,1.0250852311713785,76.91
131,2.3248348813790543,48.01682692307692,0.9625849942617779,78.14
132,2.296074332946386,48.14302884615385,0.9915201249001901,78.32
133,2.292222336622385,47.76442307692308,1.0487707958945744,77.25
134,2.337268273035685,47.3818108974359,1.0173748399637923,78.11
135,2.3407498393303308,50.002003205128204,1.0653461746022672,76.72
136,2.3171525683158483,51.46834935897436,1.0126502204544936,78.04
137,2.3250146856674783,49.89182692307692,0.9857357438606552,78.44
138,2.2935412871531953,46.560496794871796,1.0100520675695395,78.46
139,2.2651519445272594,46.65865384615385,0.989235299297526,78.78
140,2.2859156435880905,48.020833333333336,1.0436394207085236,78.17
141,2.3241949069194305,46.70873397435897,0.985687692708607,78.37
142,2.2688654257700995,49.3349358974359,0.9341686662239365,79.53
143,2.2964315998248566,50.70713141025641,0.9951518562775624,78.76
144,2.2174153899535156,53.64783653846154,0.9221103447902051,79.4
145,2.2590648871201737,49.298878205128204,0.9756472510627553,78.74
146,2.2696577231089274,51.852964743589745,1.001337681390062,79.02
147,2.2602767024284756,50.13822115384615,1.0577341152142874,78.45
148,2.2760326721729376,47.01121794871795,0.9635711523550975,79.21
149,2.224539165924757,51.432291666666664,0.9846222098869614,79.48
150,2.167779665115552,52.369791666666664,0.9398494928697997,80.09
151,2.2666241037539945,50.79126602564103,0.9401735421977465,79.44
152,2.238036738297878,48.47956730769231,0.9476891356178477,79.63
153,2.2443242051662544,51.95713141025641,0.9755937223193012,79.74
154,2.2727168673124067,51.04366987179487,0.9567359934879255,80.0
155,2.189135050467956,53.68189102564103,0.9910431836224809,79.72
156,2.2223085625049395,51.42227564102564,0.9697398626351659,80.06
157,2.1783921976884204,53.27323717948718,0.9709562448006642,79.93
158,2.141637272712512,51.46033653846154,0.957771321640739,80.26
159,2.13478824480986,53.47155448717949,0.9478487674194046,79.97
160,2.210469005810909,49.841746794871796,0.8958584417270709,80.65
161,2.193281098971,49.65144230769231,0.9247306260881545,80.44
162,2.0754815199436285,51.22195512820513,0.8873349918594843,80.71
163,2.1665735602378846,51.037660256410255,1.0143006277989737,79.83
164,2.1911913592081804,51.18790064102564,0.9547813059408453,79.85
165,2.181995991254464,51.27403846153846,0.978555622734601,80.38
166,2.0827965080738067,51.63661858974359,0.9728596897064885,80.2
167,2.090744170317283,54.14463141025641,0.9085851530485516,80.77
168,2.1891277320874045,54.719551282051285,0.9366913045508952,80.48
169,2.124929729486123,50.77724358974359,0.93214522735982,80.61
170,2.172008061561829,52.834535256410255,0.9857611543015589,80.68
171,2.116329656044642,54.56129807692308,0.9266581927673726,80.44
172,2.1208012157525773,53.92628205128205,0.9912589524365678,80.26
173,2.135632710884779,52.35977564102564,0.961105733732634,80.7
174,2.105645481439737,55.41466346153846,0.9211466244504422,80.91
175,2.1412855903307597,50.989583333333336,0.9096518679510189,80.87
176,2.0570343437867287,55.47475961538461,0.9483107584941236,80.91
177,2.066413128681672,55.911458333333336,0.9244164447241192,81.03
178,2.0594027988421613,56.530448717948715,0.9759577060047584,80.38
179,2.080090919519082,55.182291666666664,0.9339171466948111,81.03
180,2.1166147294716957,53.13902243589744,0.9394314877594574,80.82
181,2.131369268588531,51.740785256410255,0.9432103935676285,80.97
182,2.063762084948711,53.99439102564103,0.9153849573075017,81.57
183,1.9930300666735723,54.84775641025641,0.894472473784338,81.5
184,2.079334937609159,54.3349358974359,0.9202460397647906,81.17
185,2.0931980426494894,52.994791666666664,0.9083164281482938,81.56
186,2.124089095837031,53.697916666666664,1.0022372837308087,81.0
187,2.092931635868855,52.05128205128205,0.9485974213745021,81.46
188,2.1009297184455087,55.72115384615385,0.9599730206441276,81.13
189,2.0279642606392887,55.33052884615385,0.9254088726224778,81.5
190,2.060787949653772,56.49639423076923,0.9016745060305053,81.35
191,2.0345573367216647,56.74278846153846,0.9147090081927143,81.49
192,2.026929894624612,54.82572115384615,0.9255520060092588,81.28
193,2.0265422672797473,56.330128205128204,0.9099129340316676,81.44
194,2.087379363561288,53.73998397435897,0.9795715544797197,81.04
195,2.0690723176185903,54.32491987179487,0.9325429480287093,81.16
196,2.040191064431117,55.19030448717949,0.9137584250184554,81.47
197,2.0876081556845936,52.33173076923077,0.8979861072347134,81.56
198,2.122802060384017,54.08653846153846,0.9323173323764077,81.6
199,2.001611397205255,57.08133012820513,0.8795992618874658,81.58
